id,gebjahr,berufstaetig,arbeitsstd,arztbes,rauch,gro,gew,schulabschluss,schulabschluss_v,schulabschluss_m,hoe_abschluss,hoe_abschluss_v,hoe_abschluss_m,netto,zufr,alter,frau
3249,1959,HAUPTBERUFL.GANZTAGS,40,0,nein,163,55,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2250,8,55,weiblich
3205,1936,NICHT ERWERBSTAETIG,,2,nein,162,90,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KAUFMAENNISCHE LEHRE,1100,8,78,weiblich
3294,1982,HAUPTBERUFL.GANZTAGS,40,0,ja,165,65,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",HOCHSCHULABSCHLUSS,2200,8,32,weiblich
679,1960,HAUPTBERUFL.GANZTAGS,38,0,ja,179,95,MITTLERE REIFE,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,ANDERER ABSCHLUSS,,8,54,männlich
3245,1943,NICHT ERWERBSTAETIG,,5,nein,165,51,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",597,10,71,weiblich
1891,1958,NICHT ERWERBSTAETIG,,0,nein,174,58,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,600,9,56,weiblich
555,1948,NICHT ERWERBSTAETIG,,10,ja,153,74,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,750,8,66,weiblich
2466,1985,HAUPTBERUFL.GANZTAGS,45,0,nein,183,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1800,8,29,männlich
1505,1959,HAUPTBERUFL.GANZTAGS,32,2,ja,170,74,MITTLERE REIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,700,10,55,männlich
3469,1953,NICHT ERWERBSTAETIG,,1,nein,168,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8,61,männlich
2935,1935,NICHT ERWERBSTAETIG,,2,ja,182,103,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1800,10,79,männlich
2421,1969,NICHT ERWERBSTAETIG,,0,nein,167,68,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",350,8,45,weiblich
2263,1987,NICHT ERWERBSTAETIG,,1,nein,184,105,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,900,6,27,männlich
1944,1974,HAUPTBERUFL.GANZTAGS,50,1,ja,186,103,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1300,7,40,männlich
2664,1985,NICHT ERWERBSTAETIG,,8,nein,176,64,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,8,29,männlich
472,1961,HAUPTBERUFL.GANZTAGS,36.5,0,ja,172,73,MITTLERE REIFE,,OHNE ABSCHLUSS,LEHRE,,KAUFMAENNISCHE LEHRE,1500,8,53,weiblich
3142,1941,NICHT ERWERBSTAETIG,,0,ja,169,72,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,1000,9,73,männlich
1098,1946,NICHT ERWERBSTAETIG,,1,nein,173,79,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",,LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",1100,9,68,männlich
2033,1985,HAUPTBERUFL.HALBTAGS,30,1,nein,182,95,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,8,29,männlich
376,1962,HAUPTBERUFL.GANZTAGS,40,1,nein,187,96,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,4500,8,52,männlich
122,1995,NICHT ERWERBSTAETIG,,4,nein,153,59,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,,7,19,weiblich
1909,1966,HAUPTBERUFL.GANZTAGS,40,0,nein,184,96,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,9,48,männlich
2589,1969,HAUPTBERUFL.GANZTAGS,38,0,nein,180,86,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1300,7,45,männlich
2613,1995,NICHT ERWERBSTAETIG,,0,nein,176,80,NOCH SCHUELER,HOCHSCHULREIFE,HOCHSCHULREIFE,NOCH SCHUELER,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1000,8,19,männlich
186,1982,HAUPTBERUFL.GANZTAGS,60,0,nein,186,120,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,LEHRE,,"GEWERBL.,LANDW.LEHRE",1000,7,32,männlich
476,1968,HAUPTBERUFL.GANZTAGS,50,1,nein,175,73,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,7,46,männlich
2029,1955,HAUPTBERUFL.GANZTAGS,60,4,nein,179,98,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1800,5,59,männlich
2254,1950,HAUPTBERUFL.HALBTAGS,30,0,nein,178,89,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1500,8,64,weiblich
2732,1943,NICHT ERWERBSTAETIG,,6,nein,160,73,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,2200,7,71,weiblich
2037,1941,NICHT ERWERBSTAETIG,,4,nein,183,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,620,5,73,männlich
3102,1992,HAUPTBERUFL.GANZTAGS,35,0,nein,183,85,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",3500,10,22,männlich
3098,1930,NICHT ERWERBSTAETIG,,3,ja,155,58,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,180,0,84,weiblich
2803,1952,NEBENHER BERUFSTAE.,,1,nein,163,50,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,800,8,62,weiblich
211,1957,HAUPTBERUFL.GANZTAGS,40,5,ja,167,76,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",2600,8,57,weiblich
2579,1974,HAUPTBERUFL.GANZTAGS,38,3,nein,155,52,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,1700,6,40,weiblich
2870,1971,NICHT ERWERBSTAETIG,,0,ja,160,78,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",624,7,43,weiblich
1493,1953,HAUPTBERUFL.GANZTAGS,50,1,nein,180,76,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,2500,8,61,männlich
3318,1956,NICHT ERWERBSTAETIG,,1,nein,168,57,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9,58,weiblich
1735,1981,HAUPTBERUFL.GANZTAGS,40,2,nein,191,105,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,2800,5,33,männlich
33,1940,NICHT ERWERBSTAETIG,,2,nein,183,93,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2000,8,74,männlich
3162,1945,NICHT ERWERBSTAETIG,,5,nein,160,73,MITTLERE REIFE,HOCHSCHULREIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,1100,10,69,weiblich
2188,1987,HAUPTBERUFL.HALBTAGS,25,0,ja,190,86,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,950,10,27,männlich
2535,1964,HAUPTBERUFL.GANZTAGS,35,1,nein,160,58,MITTLERE REIFE,,,"MEISTER, TECHNIKER",,,,4,50,weiblich
3073,1993,NEBENHER BERUFSTAE.,,0,nein,163,60,NOCH SCHUELER,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,NOCH SCHUELER,HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,475,5,21,weiblich
2949,1935,NICHT ERWERBSTAETIG,,2,ja,179,114,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,7,79,männlich
408,1937,NICHT ERWERBSTAETIG,,0,nein,168,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,8,77,weiblich
2443,1957,HAUPTBERUFL.HALBTAGS,20,1,ja,162,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,450,7,57,weiblich
881,1986,HAUPTBERUFL.GANZTAGS,,0,nein,168,52,MITTLERE REIFE,,HOCHSCHULREIFE,LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,880,9,28,weiblich
1158,1966,HAUPTBERUFL.GANZTAGS,35,1,nein,176,83,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1300,9,48,männlich
2445,1966,HAUPTBERUFL.GANZTAGS,35,0,ja,171,85,OHNE ABSCHLUSS,OHNE ABSCHLUSS,OHNE ABSCHLUSS,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2000,8,48,männlich
3416,1993,NICHT ERWERBSTAETIG,,5,nein,173,68,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,10,21,männlich
1991,1981,HAUPTBERUFL.GANZTAGS,40,1,nein,160,62,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,3500,9,33,weiblich
77,1953,HAUPTBERUFL.GANZTAGS,40,3,nein,178,75,MITTLERE REIFE,,,"MEISTER, TECHNIKER",,,3100,8,61,männlich
1423,1990,HAUPTBERUFL.GANZTAGS,40,3,nein,165,53,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,700,9,24,weiblich
2277,1943,NICHT ERWERBSTAETIG,,1,nein,163,83,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1100,9,71,weiblich
119,1944,NICHT ERWERBSTAETIG,,2,ja,160,62,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,"GEWERBL.,LANDW.LEHRE",800,9,70,weiblich
1058,1955,NEBENHER BERUFSTAE.,,6,ja,173,90,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,,120,8,59,weiblich
388,1967,HAUPTBERUFL.GANZTAGS,60,0,ja,184,95,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,5000,7,47,männlich
1185,1982,HAUPTBERUFL.GANZTAGS,45,1,nein,180,75,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1600,5,32,weiblich
42,1965,HAUPTBERUFL.HALBTAGS,25,65,nein,175,82,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,1600,6,49,weiblich
2511,1979,HAUPTBERUFL.GANZTAGS,40,15,ja,165,57,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,8,35,weiblich
1830,1963,NEBENHER BERUFSTAE.,,0,ja,174,72,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,"GEWERBL.,LANDW.LEHRE",,7,51,weiblich
2469,1972,HAUPTBERUFL.GANZTAGS,26,3,nein,183,86,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2300,9,42,männlich
719,1953,HAUPTBERUFL.HALBTAGS,40,3,nein,165,74,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,8,61,weiblich
3411,1971,HAUPTBERUFL.GANZTAGS,45,1,ja,185,,MITTLERE REIFE,,MITTLERE REIFE,LEHRE,,KAUFMAENNISCHE LEHRE,2600,10,43,männlich
330,1947,NICHT ERWERBSTAETIG,,3,nein,168,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",450,8,67,weiblich
2727,1978,HAUPTBERUFL.GANZTAGS,43,2,nein,186,88,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,7,36,männlich
564,1960,HAUPTBERUFL.GANZTAGS,40,0,ja,174,64,"VOLKS-,HAUPTSCHULE",,,LEHRE,,,2800,9,54,weiblich
867,1964,HAUPTBERUFL.GANZTAGS,45,1,ja,186,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,1300,7,50,weiblich
3402,1964,NICHT ERWERBSTAETIG,,1,ja,166,105,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","MEISTER, TECHNIKER",KEIN ABSCHLUSS,400,8,50,männlich
1055,1961,NEBENHER BERUFSTAE.,,8,nein,187,95,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,OHNE ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,810,7,53,männlich
1022,1947,NICHT ERWERBSTAETIG,,1,nein,176,115,FACHHOCHSCHULREIFE,,,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",740,10,67,männlich
1257,1956,HAUPTBERUFL.HALBTAGS,25,0,nein,168,64,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,8,58,weiblich
777,1976,HAUPTBERUFL.HALBTAGS,24,0,ja,158,70,MITTLERE REIFE,,HOCHSCHULREIFE,"MEISTER, TECHNIKER",,HOCHSCHULABSCHLUSS,1300,5,38,weiblich
492,1937,NICHT ERWERBSTAETIG,,6,nein,160,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,650,3,77,weiblich
610,1984,HAUPTBERUFL.GANZTAGS,52,0,ja,180,75,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,7,30,männlich
139,1930,NICHT ERWERBSTAETIG,,7,nein,178,74,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2500,5,84,männlich
3119,1963,HAUPTBERUFL.GANZTAGS,45,2,nein,180,115,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8,51,männlich
3016,1966,HAUPTBERUFL.GANZTAGS,60,1,nein,180,89,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2700,9,48,männlich
3091,1994,NEBENHER BERUFSTAE.,,1,,180,85,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,450,6,20,männlich
2478,1958,HAUPTBERUFL.HALBTAGS,30,0,nein,169,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,1200,4,56,weiblich
3275,1986,HAUPTBERUFL.GANZTAGS,40,0,ja,165,57,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,2400,7,28,weiblich
1292,1972,HAUPTBERUFL.HALBTAGS,30,2,nein,168,65,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1200,7,42,weiblich
2932,1960,HAUPTBERUFL.GANZTAGS,40,2,nein,186,94,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,LEHRE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",1500,8,54,männlich
3410,1943,NICHT ERWERBSTAETIG,,1,nein,165,83,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,5,71,männlich
2316,1994,NICHT ERWERBSTAETIG,,3,nein,170,85,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,500,7,20,weiblich
817,1982,HAUPTBERUFL.HALBTAGS,15,1,nein,160,55,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,,8,32,weiblich
2528,1954,HAUPTBERUFL.GANZTAGS,40,2,ja,183,75,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",3000,7,60,männlich
3435,1953,HAUPTBERUFL.HALBTAGS,19.3,1,nein,172,60,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2000,8,61,weiblich
92,1953,HAUPTBERUFL.HALBTAGS,25,4,nein,165,73,"VOLKS-,HAUPTSCHULE",,MITTLERE REIFE,KEIN ABSCHLUSS,,,700,9,61,weiblich
1161,1931,NICHT ERWERBSTAETIG,,4,nein,177,91,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,407,8,83,männlich
2941,1937,NICHT ERWERBSTAETIG,,0,nein,158,62,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,730,7,77,weiblich
2944,1987,HAUPTBERUFL.GANZTAGS,40,2,nein,174,79,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,520,8,27,weiblich
1860,1956,HAUPTBERUFL.HALBTAGS,16,2,nein,164,53,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",910,10,58,weiblich
1279,1985,HAUPTBERUFL.GANZTAGS,30,2,nein,165,60,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",,HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",4000,7,29,weiblich
175,1965,HAUPTBERUFL.HALBTAGS,24,0,nein,168,73,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,800,8,49,weiblich
231,1970,HAUPTBERUFL.GANZTAGS,28.5,10,nein,160,51,HOCHSCHULREIFE,,,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,1950,9,44,weiblich
2585,1973,HAUPTBERUFL.HALBTAGS,35,5,nein,175,64,MITTLERE REIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,8,41,weiblich
697,1954,HAUPTBERUFL.GANZTAGS,39,2,nein,175,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,9,60,weiblich
1293,1975,NICHT ERWERBSTAETIG,,3,nein,165,66,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,4,39,weiblich
2820,1932,NICHT ERWERBSTAETIG,,3,nein,180,90,OHNE ABSCHLUSS,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,620,7,82,männlich
437,1981,HAUPTBERUFL.GANZTAGS,50,0,nein,185,80,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2100,8,33,männlich
2597,1964,NICHT ERWERBSTAETIG,,1,nein,183,70,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,400,8,50,männlich
2211,1966,HAUPTBERUFL.GANZTAGS,40,1,nein,193,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,3000,8,48,männlich
3417,1953,NICHT ERWERBSTAETIG,,0,nein,180,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1248,5,61,männlich
2945,1980,HAUPTBERUFL.HALBTAGS,10,3,nein,169,72,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,800,,34,weiblich
